Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,56.650001525878906,56.04999923706055,56.45000076293945,56.5,20069,56.5
2010-01-05,56.900001525878906,56.150001525878906,56.79999923706055,56.5,16430,56.5
2010-01-06,57.75,56.5,56.5,57.54999923706055,18953,57.54999923706055
2010-01-07,58.150001525878906,57.29999923706055,57.599998474121094,57.400001525878906,14101,57.400001525878906
2010-01-08,57.75,57.04999923706055,57.29999923706055,57.75,11324,57.75
2010-01-11,58.04999923706055,57.099998474121094,57.099998474121094,57.900001525878906,11555,57.900001525878906
2010-01-12,57.849998474121094,57.25,57.54999923706055,57.599998474121094,7296,57.599998474121094
2010-01-13,57.150001525878906,56.70000076293945,57.04999923706055,56.75,16666,56.75
2010-01-14,57.599998474121094,56.79999923706055,56.79999923706055,57.45000076293945,9959,57.45000076293945
2010-01-15,57.95000076293945,57.349998474121094,57.349998474121094,57.79999923706055,8404,57.79999923706055
2010-01-18,57.70000076293945,57.29999923706055,57.45000076293945,57.5,5015,57.5
2010-01-19,57.70000076293945,56.5,57.5,56.75,6718,56.75
2010-01-20,56.95000076293945,56.099998474121094,56.79999923706055,56.400001525878906,23380,56.400001525878906
2010-01-21,56.400001525878906,55.75,56.150001525878906,55.95000076293945,13834,55.95000076293945
2010-01-22,55.20000076293945,54.349998474121094,55.20000076293945,54.400001525878906,29399,54.400001525878906
2010-01-25,54.45000076293945,53.79999923706055,0.0,54.20000076293945,12826000,54.20000076293945
2010-01-26,54.54999923706055,52.75,54.150001525878906,52.95000076293945,26370,52.95000076293945
2010-01-27,53.29999923706055,52.70000076293945,52.95000076293945,52.900001525878906,14839,52.900001525878906
2010-01-28,54.20000076293945,53.099998474121094,53.099998474121094,54.04999923706055,12575,54.04999923706055
2010-01-29,53.25,52.20000076293945,52.95000076293945,53.0,13772,53.0
2010-02-01,53.20000076293945,51.95000076293945,53.150001525878906,52.400001525878906,19597,52.400001525878906
2010-02-02,52.95000076293945,51.599998474121094,52.95000076293945,51.849998474121094,11972,51.849998474121094
2010-02-03,52.79999923706055,52.04999923706055,52.099998474121094,52.75,13553,52.75
2010-02-04,52.849998474121094,52.349998474121094,52.75,52.54999923706055,5937,52.54999923706055
2010-02-05,51.29999923706055,50.5,51.25,50.75,24170,50.75
2010-02-08,51.20000076293945,50.70000076293945,51.04999923706055,50.849998474121094,18144,50.849998474121094
2010-02-09,51.650001525878906,50.75,50.849998474121094,51.54999923706055,11263,51.54999923706055
2010-02-10,52.25,51.70000076293945,51.95000076293945,52.099998474121094,11219,52.099998474121094
2010-02-22,53.150001525878906,52.599998474121094,53.04999923706055,52.599998474121094,11187,52.599998474121094
2010-02-23,52.75,52.20000076293945,52.599998474121094,52.599998474121094,9571,52.599998474121094
2010-02-24,52.54999923706055,52.150001525878906,52.150001525878906,52.25,11026,52.25
2010-02-25,52.29999923706055,51.349998474121094,52.25,51.650001525878906,20361,51.650001525878906
2010-02-26,51.75,51.20000076293945,51.650001525878906,51.54999923706055,9375,51.54999923706055
2010-03-01,52.95000076293945,51.5,51.5,52.79999923706055,13623,52.79999923706055
2010-03-02,53.099998474121094,52.54999923706055,52.75,52.650001525878906,9987,52.650001525878906
2010-03-03,53.099998474121094,52.5,52.70000076293945,52.650001525878906,8747,52.650001525878906
2010-03-04,52.900001525878906,51.79999923706055,52.75,52.20000076293945,8138,52.20000076293945
2010-03-05,53.20000076293945,52.5,52.849998474121094,52.95000076293945,13596,52.95000076293945
2010-03-08,53.650001525878906,53.25,53.29999923706055,53.650001525878906,16956,53.650001525878906
2010-03-09,53.79999923706055,53.54999923706055,53.70000076293945,53.79999923706055,7760,53.79999923706055
2010-03-10,53.95000076293945,53.45000076293945,53.849998474121094,53.79999923706055,6829,53.79999923706055
2010-03-11,54.0,53.5,54.0,53.650001525878906,6651,53.650001525878906
2010-03-12,53.70000076293945,53.400001525878906,53.70000076293945,53.599998474121094,12600,53.599998474121094
2010-03-15,53.54999923706055,52.70000076293945,53.5,52.849998474121094,10325,52.849998474121094
2010-03-16,53.099998474121094,52.75,52.79999923706055,53.099998474121094,13191,53.099998474121094
2010-03-17,54.150001525878906,53.400001525878906,53.45000076293945,54.150001525878906,14721,54.150001525878906
2010-03-18,54.54999923706055,54.04999923706055,54.25,54.400001525878906,8570,54.400001525878906
2010-03-19,54.45000076293945,54.0,54.45000076293945,54.25,5388,54.25
2010-03-22,54.0,53.25,54.0,53.70000076293945,7349,53.70000076293945
2010-03-23,53.79999923706055,53.25,53.70000076293945,53.349998474121094,8057,53.349998474121094
2010-03-24,53.75,53.45000076293945,53.5,53.5,19132,53.5
2010-03-25,53.70000076293945,52.900001525878906,53.349998474121094,53.5,14528,53.5
2010-03-26,54.150001525878906,52.900001525878906,53.25,54.0,11506,54.0
2010-03-29,54.54999923706055,54.150001525878906,54.150001525878906,54.5,16231,54.5
2010-03-30,54.54999923706055,54.349998474121094,54.5,54.45000076293945,7586,54.45000076293945
2010-03-31,54.45000076293945,54.20000076293945,54.349998474121094,54.25,10898,54.25
2010-04-01,54.900001525878906,54.25,54.25,54.75,12506,54.75
2010-04-02,54.900001525878906,54.650001525878906,54.75,54.75,5632,54.75
2010-04-06,55.54999923706055,54.900001525878906,54.900001525878906,55.29999923706055,15824,55.29999923706055
2010-04-07,55.5,55.29999923706055,55.349998474121094,55.400001525878906,6572,55.400001525878906
2010-04-08,55.5,54.849998474121094,55.400001525878906,55.04999923706055,8999,55.04999923706055
2010-04-09,55.20000076293945,54.79999923706055,55.0,55.20000076293945,6165,55.20000076293945
2010-04-12,55.54999923706055,55.20000076293945,55.45000076293945,55.45000076293945,8762,55.45000076293945
2010-04-13,55.20000076293945,54.599998474121094,55.20000076293945,54.79999923706055,11529,54.79999923706055
2010-04-14,55.20000076293945,54.79999923706055,55.0,55.20000076293945,8271,55.20000076293945
2010-04-15,55.79999923706055,55.349998474121094,55.349998474121094,55.54999923706055,12410,55.54999923706055
2010-04-16,55.5,54.900001525878906,55.5,55.20000076293945,11158,55.20000076293945
2010-04-19,54.650001525878906,53.650001525878906,54.650001525878906,53.650001525878906,13974,53.650001525878906
2010-04-20,54.099998474121094,53.75,53.900001525878906,53.849998474121094,6745,53.849998474121094
2010-04-21,54.599998474121094,54.150001525878906,54.150001525878906,54.54999923706055,7283,54.54999923706055
2010-04-22,54.5,53.900001525878906,54.20000076293945,54.45000076293945,8140,54.45000076293945
2010-04-23,54.75,54.45000076293945,54.45000076293945,54.75,8915,54.75
2010-04-26,55.900001525878906,55.25,55.25,55.900001525878906,11138,55.900001525878906
2010-04-27,55.95000076293945,55.599998474121094,55.900001525878906,55.849998474121094,5507,55.849998474121094
2010-04-28,55.349998474121094,54.54999923706055,54.75,55.25,7413,55.25
2010-04-29,55.29999923706055,54.849998474121094,55.25,55.0,5081,55.0
