Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,8240.4501953125,8143.4501953125,8222.419921875,8207.849609375,6429400.0,8207.8173828125
2010-01-05,8283.6396484375,8162.5400390625,8277.7099609375,8211.400390625,6762000.0,8211.3681640625
2010-01-06,8327.8701171875,8216.919921875,8237.099609375,8327.6201171875,6421600.0,8327.587890625
2010-01-07,8369.5498046875,8233.58984375,8344.5595703125,8237.419921875,7133000.0,8237.3876953125
2010-01-08,8290.66015625,8178.93017578125,8266.8701171875,8280.900390625,5764400.0,8280.8681640625
2010-01-11,8357.900390625,8281.7197265625,8291.51953125,8323.8203125,5857000.0,8323.7880859375
2010-01-12,8356.9697265625,8262.580078125,8343.73046875,8309.3701171875,5246000.0,8309.337890625
2010-01-13,8257.830078125,8194.8095703125,8229.25,8196.5595703125,4925600.0,8196.52734375
2010-01-14,8313.9404296875,8237.669921875,8245.8603515625,8289.98046875,4837200.0,8289.9482421875
2010-01-15,8380.23046875,8325.8203125,8340.599609375,8356.8896484375,5643400.0,8356.857421875
2010-01-18,8367.650390625,8290.3798828125,8290.3798828125,8337.8203125,5100400.0,8337.7880859375
2010-01-19,8395.3896484375,8227.2998046875,8387.66015625,8249.0,5582400.0,8248.9677734375
2010-01-20,8309.1904296875,8191.43994140625,8309.1904296875,8220.9296875,5009800.0,8220.8974609375
2010-01-21,8208.2099609375,8107.5498046875,8189.5,8127.8701171875,4596800.0,8127.83935546875
2010-01-22,8015.9501953125,7912.85009765625,7986.43017578125,7927.31005859375,4907200.0,7927.27978515625
2010-01-25,7938.14013671875,7828.33984375,7845.2998046875,7872.990234375,3663800.0,7872.96044921875
2010-01-26,7922.06982421875,7572.580078125,7903.02978515625,7598.81005859375,5680000.0,7598.78125
2010-01-27,7656.9501953125,7530.41015625,7639.72021484375,7560.02978515625,3986200.0,7560.0009765625
2010-01-28,7756.77001953125,7607.56005859375,7630.16015625,7694.580078125,3931200.0,7694.55126953125
2010-01-29,7649.72998046875,7481.89990234375,7593.3798828125,7640.43994140625,3949400.0,7640.4111328125
2010-02-01,7661.7001953125,7493.81005859375,7653.89013671875,7524.669921875,3222400.0,7524.6416015625
2010-02-02,7635.72998046875,7398.7998046875,7633.740234375,7429.60986328125,3759800.0,7429.58203125
