,High,Low,Open,Close,Volume,Adj Close,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,b_total,s_total,b_s_ratio,bs_ratio,buy_volume,sell_volume
2012-05-02,53.349998474121094,52.20000076293945,52.25,53.349998474121094,12132883.0,53.349998474121094,356.0,0.0,849.0,9069.0,9562.0,215.0,265.0,119.0,6441.0,6587.0,383306.0,385934.0,1.0068535142848944,0.9229165187633784,5759000.0,6240000.0
2012-05-03,53.25,52.95000076293945,53.25,53.099998474121094,5177566.0,53.099998474121094,347.0,0.0,154.0,9262.0,9069.0,36.0,152.0,15.0,6304.0,6441.0,383863.0,386821.0,1.007703249067378,0.3789472634495115,1368000.0,3610000.0
2012-05-04,53.29999923706055,52.650001525878906,52.79999923706055,53.20000076293945,11424808.0,53.20000076293945,231.0,0.0,221.0,9272.0,9262.0,186.0,128.0,154.0,6330.0,6304.0,385353.0,388295.0,1.0076319436154808,0.3592282496169454,2793000.0,7775000.0
2012-05-07,52.45000076293945,51.849998474121094,52.45000076293945,52.04999923706055,21312453.0,52.04999923706055,822.0,0.0,87.0,10007.0,9272.0,218.0,282.0,223.0,6271.0,6330.0,389243.0,392979.0,1.0095955236304222,0.12721271491085534,2544000.0,19998000.0
2012-05-08,52.25,51.900001525878906,52.20000076293945,52.04999923706055,9194107.0,52.04999923706055,193.0,402.0,208.0,9590.0,10007.0,187.0,190.0,115.0,6196.0,6271.0,390285.0,393679.0,1.0086936246752383,0.24137477242880653,1847000.0,7652000.0
2012-05-09,51.849998474121094,51.349998474121094,51.650001525878906,51.70000076293945,22880792.0,51.70000076293945,401.0,1.0,134.0,9856.0,9590.0,159.0,96.0,194.0,6294.0,6196.0,392519.0,396081.0,1.0090721491898502,0.24432978972254185,5257000.0,21516000.0
2012-05-10,52.0,51.54999923706055,51.599998474121094,51.70000076293945,7132826.0,51.70000076293945,186.0,0.0,454.0,9588.0,9856.0,257.0,191.0,182.0,6285.0,6294.0,394037.0,397340.0,1.008379902445957,0.24788785330973556,1203000.0,4853000.0
2012-05-11,51.599998474121094,51.04999923706055,51.599998474121094,51.150001525878906,29045919.0,51.150001525878906,627.0,7.0,223.0,9985.0,9588.0,337.0,240.0,136.0,6180.0,6285.0,397640.0,401445.0,1.0095664179498594,0.09414748129933208,2450000.0,26023000.0
2012-05-14,51.29999923706055,50.95000076293945,51.29999923706055,51.20000076293945,10200944.0,51.20000076293945,500.0,0.0,262.0,10223.0,9985.0,191.0,191.0,87.0,6076.0,6180.0,401652.0,405799.0,1.0103223429178918,0.30451648230382083,1962000.0,6443000.0
2012-05-15,51.20000076293945,50.54999923706055,50.900001525878906,51.20000076293945,21664396.0,51.20000076293945,442.0,8.0,681.0,9976.0,10223.0,330.0,117.0,173.0,6132.0,6076.0,406274.0,410118.0,1.0094591102086026,0.40817413252725787,7650000.0,18742000.0
2012-05-16,51.099998474121094,50.099998474121094,51.0,50.20000076293945,32978827.0,50.20000076293945,897.0,0.0,334.0,10539.0,9976.0,188.0,262.0,141.0,6001.0,6132.0,411336.0,415874.0,1.0110298854710371,0.09244228286733142,2779000.0,30062000.0
2012-05-17,50.849998474121094,50.25,50.25,50.79999923706055,7940204.0,50.79999923706055,196.0,19.0,647.0,10069.0,10539.0,243.0,104.0,288.0,6185.0,6001.0,413306.0,417190.0,1.0093949533881594,0.3592932671576842,1444000.0,4019000.0
2012-05-18,50.25,49.619998931884766,50.04999923706055,49.66999816894531,37830294.0,49.66999816894531,730.0,16.0,1060.0,9723.0,10069.0,813.0,158.0,364.0,6381.0,6185.0,420402.0,423744.0,1.007947136438132,0.1277133911490855,4342000.0,33998000.0
2012-05-21,50.04999923706055,49.7400016784668,49.95000076293945,49.95000076293945,14716016.0,49.95000076293945,161.0,5.0,347.0,9532.0,9723.0,309.0,125.0,220.0,6476.0,6381.0,423718.0,426774.0,1.0072099669828354,0.21922513364615293,2552000.0,11641000.0
2012-05-22,50.400001525878906,50.04999923706055,50.349998474121094,50.400001525878906,9359416.0,50.400001525878906,420.0,0.0,418.0,9534.0,9532.0,340.0,175.0,45.0,6346.0,6476.0,423841.0,427029.0,1.0075193114415277,0.35214001553943836,1991000.0,5654000.0
2012-05-23,49.900001525878906,49.38999938964844,49.900001525878906,49.4900016784668,23947129.0,49.4900016784668,633.0,4.0,198.0,9965.0,9534.0,266.0,291.0,186.0,6241.0,6346.0,428160.0,431884.0,1.0086953272250392,0.09183492331584647,2074000.0,22584000.0
2012-05-24,49.689998626708984,49.150001525878906,49.54999923706055,49.380001068115234,12526356.0,49.380001068115234,318.0,2.0,324.0,9957.0,9965.0,258.0,173.0,204.0,6272.0,6241.0,431668.0,435353.0,1.0085343168029208,0.20546888065964947,2134000.0,10386000.0
2012-05-25,49.45000076293945,48.95000076293945,49.45000076293945,49.0099983215332,13503507.0,49.0099983215332,621.0,14.0,121.0,10443.0,9957.0,450.0,253.0,151.0,6168.0,6272.0,432807.0,437082.0,1.00987504852036,0.08605134576237458,992000.0,11528000.0
2012-05-28,49.470001220703125,48.849998474121094,49.0099983215332,49.470001220703125,6212453.0,49.470001220703125,224.0,0.0,450.0,10217.0,10443.0,236.0,178.0,99.0,5988.0,6168.0,434658.0,438887.0,1.0097271654331326,0.28110103729459046,1062000.0,3778000.0
2012-05-29,50.79999923706055,49.599998474121094,49.599998474121094,50.70000076293945,17147363.0,50.70000076293945,971.0,0.0,1134.0,10054.0,10217.0,418.0,553.0,225.0,5660.0,5988.0,434946.0,439340.0,1.0101000811593137,1.4683330886111519,8810000.0,6000000.0
2012-05-30,50.349998474121094,49.83000183105469,50.349998474121094,50.099998474121094,11745965.0,50.099998474121094,684.0,0.0,403.0,10335.0,10054.0,507.0,180.0,87.0,5567.0,5660.0,434915.0,439683.0,1.010960737245813,0.30949790159770685,2848000.0,9202000.0
2012-05-31,50.150001525878906,49.2400016784668,49.54999923706055,50.150001525878906,13194698.0,50.150001525878906,659.0,8.0,365.0,10621.0,10335.0,502.0,70.0,451.0,5948.0,5567.0,435754.0,440427.0,1.0107216210944223,0.1794366575303666,1822000.0,10154000.0
2012-06-01,49.849998474121094,49.099998474121094,49.849998474121094,49.150001525878906,13961446.0,49.150001525878906,641.0,20.0,695.0,10547.0,10621.0,255.0,215.0,461.0,6194.0,5948.0,436703.0,441056.0,1.0099655601963802,0.13966841347889103,1508000.0,10797000.0
2012-06-04,48.20000076293945,47.45000076293945,48.20000076293945,47.68000030517578,37179608.0,47.68000030517578,1758.0,75.0,659.0,11571.0,10547.0,832.0,585.0,413.0,6022.0,6194.0,444554.0,450103.0,1.012479895625963,0.14054630488789296,4214000.0,29983000.0
2012-06-05,48.45000076293945,48.040000915527344,48.41999816894531,48.29999923706055,9722549.0,48.29999923706055,567.0,0.0,547.0,11591.0,11571.0,383.0,259.0,445.0,6208.0,6022.0,444534.0,449917.0,1.012107033191987,1.1678946896418143,2852000.0,2442000.0
2012-06-06,48.720001220703125,48.220001220703125,48.400001525878906,48.630001068115234,5408098.0,48.630001068115234,210.0,4.0,357.0,11440.0,11591.0,164.0,123.0,248.0,6333.0,6208.0,444810.0,449917.0,1.0114790326678071,1.471835060837556,2012000.0,1367000.0
2012-06-07,49.119998931884766,48.630001068115234,49.099998474121094,48.7400016784668,6003935.0,48.7400016784668,509.0,11.0,300.0,11638.0,11440.0,339.0,256.0,195.0,6272.0,6333.0,444612.0,449978.0,1.012066673713994,0.7151568675941494,1524000.0,2131000.0
2012-06-08,48.599998474121094,47.900001525878906,48.56999969482422,48.0,12950511.0,48.0,733.0,45.0,120.0,12206.0,11638.0,327.0,223.0,421.0,6436.0,6272.0,444044.0,449814.0,1.0129919264939364,0.41872051298291835,4621000.0,11036000.0
2012-06-11,49.06999969482422,48.650001525878906,48.86000061035156,48.9900016784668,8363770.0,48.9900016784668,258.0,3.0,924.0,11537.0,12206.0,123.0,219.0,204.0,6421.0,6436.0,444088.0,449204.0,1.0115179614897014,3.208557439085329,5323000.0,1659000.0
2012-06-12,48.61000061035156,48.099998474121094,48.099998474121094,48.61000061035156,5161000.0,48.61000061035156,528.0,0.0,129.0,11936.0,11537.0,239.0,209.0,92.0,6302.0,6421.0,443439.0,449073.0,1.0127029586866318,0.28243855342903873,1047000.0,3707000.0
2012-06-13,48.83000183105469,48.459999084472656,48.61000061035156,48.709999084472656,3990825.0,48.709999084472656,359.0,26.0,504.0,11765.0,11936.0,212.0,108.0,234.0,6428.0,6302.0,443485.0,448822.0,1.0120319468934758,0.20668944824637725,482000.0,2332000.0
2012-06-14,49.0,48.630001068115234,48.709999084472656,48.779998779296875,3406033.0,48.779998779296875,134.0,18.0,656.0,11225.0,11765.0,178.0,209.0,102.0,6321.0,6428.0,444025.0,448929.0,1.0110421461806292,1.2984062880081408,1549000.0,1193000.0
2012-06-15,49.400001525878906,48.68000030517578,48.779998779296875,49.400001525878906,6219720.0,49.400001525878906,191.0,1.0,509.0,10906.0,11225.0,207.0,205.0,492.0,6607.0,6321.0,444344.0,448643.0,1.0096726642586278,0.8708109035225293,1975000.0,2268000.0
2012-06-18,50.5,50.0,50.400001525878906,50.20000076293945,9888425.0,50.20000076293945,387.0,0.0,1159.0,10134.0,10906.0,148.0,190.0,140.0,6557.0,6607.0,445116.0,448693.0,1.008033842787402,2.1569821447525928,4247100.0,1969000.0
